din,brand_name,company_name,active_ingredients,last_update
02445034,BIO-DOMPERIDONE,BIOMED PHARMA,DOMPERIDONE (DOMPERIDONE MALEATE) 10 MG,22-MAR-2025
02445042,BIO-SERTRALINE,BIOMED PHARMA,SERTRALINE (SERTRALINE HYDROCHLORIDE) 25 MG,22-MAR-2025
02445050,BIO-SERTRALINE,BIOMED PHARMA,SERTRALINE (SERTRALINE HYDROCHLORIDE) 50 MG,22-MAR-2025
02445069,BIO-SERTRALINE,BIOMED PHARMA,SERTRALINE (SERTRALINE HYDROCHLORIDE) 100 MG,22-MAR-2025
02445077,FINASTERIDE,SANIS HEALTH INC,FINASTERIDE 5 MG,22-MAR-2025
02445085,FINASTERIDE,SANIS HEALTH INC,FINASTERIDE 1 MG,22-MAR-2025
02445158,CREON MINIMICROSPHERES MICRO,BGP PHARMA ULC,LIPASE 5000 UNIT / PROTEASE 320 UNIT / AMYLASE 5100 UNIT,25-APR-2025
02446251,BIO-PRAVASTATIN,BIOMED PHARMA,PRAVASTATIN SODIUM 10 MG,22-MAR-2025
02446278,BIO-PRAVASTATIN,BIOMED PHARMA,PRAVASTATIN SODIUM 20 MG,22-MAR-2025
02446286,BIO-PRAVASTATIN,BIOMED PHARMA,PRAVASTATIN SODIUM 40 MG,22-MAR-2025
02445492,APO-AMPHETAMINE XR,APOTEX INC,MIXED SALTS AMPHETAMINE 5 MG,04-SEP-2025
02445506,APO-AMPHETAMINE XR,APOTEX INC,MIXED SALTS AMPHETAMINE 10 MG,04-SEP-2025
02445514,APO-AMPHETAMINE XR,APOTEX INC,MIXED SALTS AMPHETAMINE 15 MG,04-SEP-2025
02445522,APO-AMPHETAMINE XR,APOTEX INC,MIXED SALTS AMPHETAMINE 20 MG,04-SEP-2025
02445530,APO-AMPHETAMINE XR,APOTEX INC,MIXED SALTS AMPHETAMINE 25 MG,04-SEP-2025
02445549,APO-AMPHETAMINE XR,APOTEX INC,MIXED SALTS AMPHETAMINE 30 MG,04-SEP-2025
02445646,FLUZONE HIGH-DOSE,SANOFI VACCINES CANADA LTD.,HAEMAGGLUTININ-STRAIN A (H3N2) 60 MCG / HAEMAGGLUTININ-STRAIN A (H1N1) 60 MCG / HAEMAGGLUTININ-STRAIN B 60 MCG,28-SEP-2025
02445670,AURO-CELECOXIB,AURO PHARMA INC,CELECOXIB 100 MG,25-FEB-2026
02445689,AURO-CELECOXIB,AURO PHARMA INC,CELECOXIB 200 MG,25-FEB-2026
02445719,CITALOPRAM,SANIS HEALTH INC,CITALOPRAM (CITALOPRAM HYDROBROMIDE) 10 MG,22-MAR-2025
02445727,REVESTIVE,TAKEDA CANADA INC,TEDUGLUTIDE 5 MG,17-SEP-2025
02445735,BIO-MONTELUKAST,BIOMED PHARMA,MONTELUKAST (MONTELUKAST SODIUM) 10 MG,22-MAR-2025
02445786,AURO-CANDESARTAN,AURO PHARMA INC,CANDESARTAN CILEXETIL 4 MG,07-OCT-2025
02445794,AURO-CANDESARTAN,AURO PHARMA INC,CANDESARTAN CILEXETIL 8 MG,07-OCT-2025
02445808,AURO-CANDESARTAN,AURO PHARMA INC,CANDESARTAN CILEXETIL 16 MG,07-OCT-2025
02445816,AURO-CANDESARTAN,AURO PHARMA INC,CANDESARTAN CILEXETIL 32 MG,07-OCT-2025
02445867,BIO-PANTOPRAZOLE,BIOMED PHARMA,PANTOPRAZOLE (PANTOPRAZOLE SODIUM SESQUIHYDRATE) 40 MG,22-MAR-2025
02445883,ATOMOXETINE,SIVEM PHARMACEUTICALS ULC,ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE) 10 MG,22-MAR-2025
02445905,ATOMOXETINE,SIVEM PHARMACEUTICALS ULC,ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE) 18 MG,22-MAR-2025
02445913,ATOMOXETINE,SIVEM PHARMACEUTICALS ULC,ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE) 25 MG,22-MAR-2025
02445948,ATOMOXETINE,SIVEM PHARMACEUTICALS ULC,ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE) 40 MG,22-MAR-2025
02445956,ATOMOXETINE,SIVEM PHARMACEUTICALS ULC,ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE) 60 MG,22-MAR-2025
02445999,DILTIAZEM CD,SIVEM PHARMACEUTICALS ULC,DILTIAZEM HYDROCHLORIDE 120 MG,17-MAR-2026
02446006,DILTIAZEM CD,SIVEM PHARMACEUTICALS ULC,DILTIAZEM HYDROCHLORIDE 180 MG,17-MAR-2026
02446014,DILTIAZEM CD,SIVEM PHARMACEUTICALS ULC,DILTIAZEM HYDROCHLORIDE 240 MG,17-MAR-2026
02446022,DILTIAZEM CD,SIVEM PHARMACEUTICALS ULC,DILTIAZEM HYDROCHLORIDE 300 MG,17-MAR-2026
02446049,MEMANTINE,SIVEM PHARMACEUTICALS ULC,MEMANTINE HYDROCHLORIDE 10 MG,22-MAR-2025
02446057,REPATHA,AMGEN CANADA INC,EVOLOCUMAB 140 MG,09-JUN-2025
02446081,MAR-DULOXETINE,MARCAN PHARMACEUTICALS INC,DULOXETINE (DULOXETINE HYDROCHLORIDE) 30 MG,22-MAR-2025
02446103,MAR-DULOXETINE,MARCAN PHARMACEUTICALS INC,DULOXETINE (DULOXETINE HYDROCHLORIDE) 60 MG,22-MAR-2025
02446111,RIZATRIPTAN ODT,SIVEM PHARMACEUTICALS ULC,RIZATRIPTAN (RIZATRIPTAN BENZOATE) 5 MG,22-MAR-2025
02446138,RIZATRIPTAN ODT,SIVEM PHARMACEUTICALS ULC,RIZATRIPTAN (RIZATRIPTAN BENZOATE) 10 MG,22-MAR-2025
02446189,AQUAPHOR HEALING OINTMENT,BEIERSDORF CANADA INC,MINERAL OIL 52.74 %,13-MAR-2026
02446235,TACTUPUMP FORTE,GALDERMA CANADA INC.,BENZOYL PEROXIDE 2.5 % / ADAPALENE 0.3 %,22-MAR-2025
02446375,AURO-SOLIFENACIN,AURO PHARMA INC,SOLIFENACIN SUCCINATE 5 MG,22-MAR-2025
02446383,AURO-SOLIFENACIN,AURO PHARMA INC,SOLIFENACIN SUCCINATE 10 MG,22-MAR-2025
02446529,UV 50 ECRAN MULTI-PROTECTION SPF 50,CLARINS CANADA INC,OXYBENZONE 1.5 G / HOMOSALATE 4 G / TITANIUM DIOXIDE 10.9 G / OCTOCRYLENE 4 G,06-JUN-2025
02446545,EMULSION SPF 50+,PIERRE FABRE DERMO-COSMETIQUE CANADA INC,OCTOCRYLENE 9 % / AVOBENZONE 3 % / TITANIUM DIOXIDE 3.4 % / BISOCTRIZOLE 4 % / BEMOTRIZINOL 2 %,22-MAR-2025
02446553,KIDS SPRAY,PIERRE FABRE DERMO-COSMETIQUE CANADA INC,BEMOTRIZINOL 2 % / TITANIUM DIOXIDE 3.4 % / AVOBENZONE 3 % / BISOCTRIZOLE 4 % / OCTOCRYLENE 9 %,22-MAR-2025
02446561,ARNUITY ELLIPTA,GLAXOSMITHKLINE INC,FLUTICASONE FUROATE 100 MCG,22-MAR-2025
02446588,ARNUITY ELLIPTA,GLAXOSMITHKLINE INC,FLUTICASONE FUROATE 200 MCG,22-MAR-2025
02446626,OPDIVO,BRISTOL-MYERS SQUIBB CANADA,NIVOLUMAB 10 MG,04-MAR-2026
02446634,OPDIVO,BRISTOL-MYERS SQUIBB CANADA,NIVOLUMAB 10 MG,04-MAR-2026
02446685,ZEVTERA,AVIR PHARMA INC.,CEFTOBIPROLE (CEFTOBIPROLE MEDOCARIL SODIUM) 500 MG,22-MAR-2025
02446820,ACT PROGESTERONE INJECTION,TEVA CANADA LIMITED,PROGESTERONE 50 MG,22-MAR-2025
02446901,ZERBAXA,MERCK CANADA INC,CEFTOLOZANE (CEFTOLOZANE SULFATE) 1 G / TAZOBACTAM (TAZOBACTAM SODIUM) 0.5 G,22-MAR-2025
02446928,ENTRESTO,NOVARTIS PHARMACEUTICALS CANADA INC,VALSARTAN (SACUBITRIL VALSARTAN SODIUM HYDRATE COMPLEX) 26 MG / SACUBITRIL (SACUBITRIL VALSARTAN SODIUM HYDRATE COMPLEX) 24 MG,27-FEB-2026
02446936,ENTRESTO,NOVARTIS PHARMACEUTICALS CANADA INC,SACUBITRIL (SACUBITRIL VALSARTAN SODIUM HYDRATE COMPLEX) 49 MG / VALSARTAN (SACUBITRIL VALSARTAN SODIUM HYDRATE COMPLEX) 51 MG,27-FEB-2026
02446944,ENTRESTO,NOVARTIS PHARMACEUTICALS CANADA INC,SACUBITRIL (SACUBITRIL VALSARTAN SODIUM HYDRATE COMPLEX) 97 MG / VALSARTAN (SACUBITRIL VALSARTAN SODIUM HYDRATE COMPLEX) 103 MG,27-FEB-2026
02446979,MULTI-ACTION CREAM SPF 30,KIEHLS CANADA,AVOBENZONE 3 % / HOMOSALATE 5 % / OCTISALATE 5 % / OCTOCRYLENE 7 %,22-MAR-2025
02447193,BIO-QUETIAPINE,BIOMED PHARMA,QUETIAPINE (QUETIAPINE FUMARATE) 25 MG,22-MAR-2025
02447304,"ALLERGENIC EXTRACTS, K-O-R-T GRASS MIXTURE",GREER LABORATORIES INC,STANDARDIZED REDTOP GRASS POLLEN 100000 UNIT / STANDARDIZED ORCHARD GRASS POLLEN 100000 UNIT / STANDARDIZED KENTUCKY BLUE/JUNE GRASS POLLEN 100000 UNIT / STANDARDIZED TIMOTHY GRASS POLLEN 100000 UNIT,25-JUL-2025
02447401,OBIZUR,TAKEDA CANADA INC,ANTIHEMOPHILIC FACTOR (RECOMBINANT) PORCINE SEQUENCE 500 UNIT,22-MAR-2025
02447509,LIFE BRAND SPORT SUNSCREEN BROAD SPECTRUM SPRAY,"FRUIT OF THE EARTH, INC",AVOBENZONE 2 % / HOMOSALATE 15 % / OXYBENZONE 4 % / OCTISALATE 5 %,22-MAR-2025
02447517,SUNSCREEN FACE LOTION,"FRUIT OF THE EARTH, INC",HOMOSALATE 5 % / OCTOCRYLENE 3 % / OXYBENZONE 4 % / AVOBENZONE 2.5 % / OCTISALATE 4 %,22-MAR-2025
02447525,SUNSCREEN CONTINUOUS SPRAY NO PUMPING NEEDED,"FRUIT OF THE EARTH, INC",OXYBENZONE 4 % / HOMOSALATE 15 % / AVOBENZONE 2 % / OCTISALATE 5 %,22-MAR-2025
02447533,KIDS SUNSCREEN CONTINUOUS SPRAY,"FRUIT OF THE EARTH, INC",OCTISALATE 5 % / OXYBENZONE 6 % / OCTOCRYLENE 10 % / HOMOSALATE 15 % / AVOBENZONE 3 %,22-MAR-2025
02447541,FINASTERIDE,SIVEM PHARMACEUTICALS ULC,FINASTERIDE 5 MG,22-MAR-2025
02447568,FINASTERIDE,SIVEM PHARMACEUTICALS ULC,FINASTERIDE 1 MG,22-MAR-2025
02447576,ALFUZOSIN,SIVEM PHARMACEUTICALS ULC,ALFUZOSIN HYDROCHLORIDE 10 MG,22-MAR-2025
02447630,SPORT SUNSCREEN,"FRUIT OF THE EARTH, INC",OCTOCRYLENE 10 % / OCTISALATE 5 % / HOMOSALATE 10 % / AVOBENZONE 3 %,22-MAR-2025
02447649,SUNSCREEN CONTINUOUS SPRAY,"FRUIT OF THE EARTH, INC",OCTISALATE 5 % / OXYBENZONE 3 % / HOMOSALATE 10 % / AVOBENZONE 2 %,22-MAR-2025
02447770,SPF 30 SPORT ENDURANCE,OMBRELLE CANADA,OXYBENZONE 2.88 % / DROMETRIZOLE TRISILOXANE 0.5 % / OCTISALATE 2.4 % / HOMOSALATE 8 % / OCTOCRYLENE 4.48 % / AVOBENZONE 2.24 %,22-MAR-2025
02447800,JAMP-TIMOLOL,JAMP PHARMA CORPORATION,TIMOLOL (TIMOLOL MALEATE) 0.5 %,22-MAR-2025
02447819,JUNIOR STRENGTH CHILDREN'S ACETAMINOPHEN TABLETS,SIGMA LIFE SCIENCES INC.,ACETAMINOPHEN 160 MG,14-NOV-2025
02447843,SPF 60 SPORT ENDURANCE,OMBRELLE CANADA,DROMETRIZOLE TRISILOXANE 0.5 % / OCTOCRYLENE 6 % / OXYBENZONE 3.86 % / HOMOSALATE 10.72 % / AVOBENZONE 3 % / OCTISALATE 3.21 %,22-MAR-2025
02447851,BUSPIRONE,SANIS HEALTH INC,BUSPIRONE HYDROCHLORIDE 10 MG,22-MAR-2025
02447967,ALTUVIIIO,SANOFI-AVENTIS CANADA INC,"*ANTIHEMOPHILIC FACTOR VIII (RECOMBINANT, BDD), FC-VWF-XTEN FUSION PROTEIN 3000 UNIT",03-FEB-2026
02447983,GLOW GLOSS,"SUPERGOOP, LLC",AVOBENZONE 3 % / HOMOSALATE 5 % / OCTOCRYLENE 4.5 % / OCTISALATE 4 %,23-MAR-2026
02447991,AG-PERINDOPRIL / INDAPAMIDE,ANGITA PHARMA INC.,INDAPAMIDE 0.625 MG / PERINDOPRIL ERBUMINE 2 MG,23-DEC-2025
02448009,AG-PERINDOPRIL / INDAPAMIDE,ANGITA PHARMA INC.,PERINDOPRIL ERBUMINE 4 MG / INDAPAMIDE 1.25 MG,23-DEC-2025
02448017,AG-PERINDOPRIL / INDAPAMIDE,ANGITA PHARMA INC.,INDAPAMIDE 2.5 MG / PERINDOPRIL ERBUMINE 8 MG,23-DEC-2025
02448068,HELLO CLEAN MINT,COLGATE-PALMOLIVE CANADA INC,CETYLPYRIDINIUM CHLORIDE 0.075 %,15-JAN-2026
02448122,ALTUVIIIO,SANOFI-AVENTIS CANADA INC,"*ANTIHEMOPHILIC FACTOR VIII (RECOMBINANT, BDD), FC-VWF-XTEN FUSION PROTEIN 500 UNIT",03-FEB-2026
02448130,ALTUVIIIO,SANOFI-AVENTIS CANADA INC,"*ANTIHEMOPHILIC FACTOR VIII (RECOMBINANT, BDD), FC-VWF-XTEN FUSION PROTEIN 1000 UNIT",03-FEB-2026
02448149,ALTUVIIIO,SANOFI-AVENTIS CANADA INC,"*ANTIHEMOPHILIC FACTOR VIII (RECOMBINANT, BDD), FC-VWF-XTEN FUSION PROTEIN 2000 UNIT",03-FEB-2026
02448157,ALTUVIIIO,SANOFI-AVENTIS CANADA INC,"*ANTIHEMOPHILIC FACTOR VIII (RECOMBINANT, BDD), FC-VWF-XTEN FUSION PROTEIN 4000 UNIT",03-FEB-2026
02448173,AG-ARIPIPRAZOLE,ANGITA PHARMA INC.,ARIPIPRAZOLE 2 MG,05-DEC-2025
02448181,AG-ARIPIPRAZOLE,ANGITA PHARMA INC.,ARIPIPRAZOLE 5 MG,05-DEC-2025
02448203,AG-ARIPIPRAZOLE,ANGITA PHARMA INC.,ARIPIPRAZOLE 10 MG,05-DEC-2025
02448211,AG-ARIPIPRAZOLE,ANGITA PHARMA INC.,ARIPIPRAZOLE 15 MG,05-DEC-2025
02448238,AG-ARIPIPRAZOLE,ANGITA PHARMA INC.,ARIPIPRAZOLE 20 MG,05-DEC-2025
02448246,AG-ARIPIPRAZOLE,ANGITA PHARMA INC.,ARIPIPRAZOLE 30 MG,05-DEC-2025
02448254,NDUVRA,ORGANON CANADA INC.,TAPINAROF 1 %,08-JAN-2026
02448319,TEVA-DEXTROAMPHETAMINE SR,TEVA CANADA LIMITED,DEXTROAMPHETAMINE SULFATE 10 MG,30-OCT-2025
02448327,TEVA-DEXTROAMPHETAMINE SR,TEVA CANADA LIMITED,DEXTROAMPHETAMINE SULFATE 15 MG,30-OCT-2025
02448424,BIO-FLUOXETINE,BIOMED PHARMA,FLUOXETINE (FLUOXETINE HYDROCHLORIDE) 10 MG,22-MAR-2025
02448432,BIO-FLUOXETINE,BIOMED PHARMA,FLUOXETINE (FLUOXETINE HYDROCHLORIDE) 20 MG,22-MAR-2025
02448599,TRULICITY,ELI LILLY CANADA INC,DULAGLUTIDE 0.75 MG,06-AUG-2025
02448602,TRULICITY,ELI LILLY CANADA INC,DULAGLUTIDE 1.5 MG,06-AUG-2025
02448718,ULTRA LIGHT ADVANCED CONTINUOUS SPRAY LOTION,OMBRELLE CANADA,OCTISALATE 5 % / DROMETRIZOLE TRISILOXANE 0.5 % / AVOBENZONE 3 % / HOMOSALATE 15 % / OCTOCRYLENE 3 %,22-MAR-2025
02448726,AURO-OLANZAPINE ODT,AURO PHARMA INC,OLANZAPINE 5 MG,22-MAR-2025
02448734,AURO-OLANZAPINE ODT,AURO PHARMA INC,OLANZAPINE 10 MG,22-MAR-2025
02448742,AURO-OLANZAPINE ODT,AURO PHARMA INC,OLANZAPINE 15 MG,22-MAR-2025
02448750,AURO-OLANZAPINE ODT,AURO PHARMA INC,OLANZAPINE 20 MG,22-MAR-2025
02448769,PYRITHIONE ZINC DANDRUFF SHAMPOO AND CONDITIONER CLASSIC CLEAN 2 IN 1,CANADIAN CUSTOM PACKAGING COMPANY,PYRITHIONE ZINC 1 %,22-MAR-2025
02448777,AURO-ENTECAVIR,AURO PHARMA INC,ENTECAVIR (ENTECAVIR MONOHYDRATE) 0.5 MG,22-MAR-2025
02448866,SOFT CARE DEFEND FOAM,DIVERSEY INC,CHLOROXYLENOL 1 %,30-JUL-2025
02448831,SOMAVERT,PFIZER CANADA ULC,PEGVISOMANT 25 MG,22-MAR-2025
02448858,SOMAVERT,PFIZER CANADA ULC,PEGVISOMANT 30 MG,22-MAR-2025
02448912,PYRITHIONE ZINC DANDRUFF SHAMPOO CLASSIC CLEAN,CANADIAN CUSTOM PACKAGING COMPANY,PYRITHIONE ZINC 1 %,22-MAR-2025
02448955,8-SYMPTOM RELIEF,JUNO OTC INC,ZINC SULFATE 0.25 % / TETRAHYDROZOLINE HYDROCHLORIDE 0.05 %,22-MAR-2025
02448963,DERM OIL,DERMTEK PHARMA INC,COAL TAR 10 %,22-MAR-2025
02449048,LUPIN-ESTRADIOL,LUPIN PHARMA CANADA LIMITED,ESTRADIOL (ESTRADIOL HEMIHYDRATE) 0.5 MG,22-MAR-2025
02449056,LUPIN-ESTRADIOL,LUPIN PHARMA CANADA LIMITED,ESTRADIOL (ESTRADIOL HEMIHYDRATE) 1 MG,22-MAR-2025
02449064,LUPIN-ESTRADIOL,LUPIN PHARMA CANADA LIMITED,ESTRADIOL (ESTRADIOL HEMIHYDRATE) 2 MG,22-MAR-2025
02449099,JAMP-VITAMIN D,JAMP PHARMA CORPORATION,VITAMIN D3 10000 UNIT,22-MAR-2025
02449110,JAMP-VITAMIN D,JAMP PHARMA CORPORATION,VITAMIN D3 50000 UNIT,22-MAR-2025
02449145,AURO-BETAHISTINE,AURO PHARMA INC,BETAHISTINE HYDROCHLORIDE 8 MG,22-MAR-2025
02449153,AURO-BETAHISTINE,AURO PHARMA INC,BETAHISTINE HYDROCHLORIDE 16 MG,22-MAR-2025
02449161,AURO-BETAHISTINE,AURO PHARMA INC,BETAHISTINE HYDROCHLORIDE 24 MG,22-MAR-2025
02449226,JAMP BRIMONIDINE,JAMP PHARMA CORPORATION,BRIMONIDINE TARTRATE 0.2 %,06-FEB-2026
02449420,SOFT CARE DEFEND,DIVERSEY INC,CHLOROXYLENOL 1 %,30-JUL-2025
02449439,TARO-RAMIPRIL HCTZ,SUN PHARMA CANADA INC,HYDROCHLOROTHIAZIDE 12.5 MG / RAMIPRIL 2.5 MG,27-JAN-2026
02449447,TARO-RAMIPRIL HCTZ,SUN PHARMA CANADA INC,HYDROCHLOROTHIAZIDE 12.5 MG / RAMIPRIL 5 MG,27-JAN-2026
02449455,TARO-RAMIPRIL HCTZ,SUN PHARMA CANADA INC,HYDROCHLOROTHIAZIDE 12.5 MG / RAMIPRIL 10 MG,27-JAN-2026
02449463,TARO-RAMIPRIL HCTZ,SUN PHARMA CANADA INC,HYDROCHLOROTHIAZIDE 25 MG / RAMIPRIL 5 MG,27-JAN-2026
02449471,TARO-RAMIPRIL HCTZ,SUN PHARMA CANADA INC,HYDROCHLOROTHIAZIDE 25 MG / RAMIPRIL 10 MG,27-JAN-2026
02449498,GENVOYA,GILEAD SCIENCES CANADA INC,EMTRICITABINE 200 MG / TENOFOVIR ALAFENAMIDE (TENOFOVIR ALAFENAMIDE HEMIFUMARATE) 10 MG / ELVITEGRAVIR 150 MG / COBICISTAT 150 MG,22-MAR-2025
02449544,AURO-ZIPRASIDONE,AURO PHARMA INC,ZIPRASIDONE (ZIPRASIDONE HYDROCHLORIDE MONOHYDRATE) 20 MG,22-MAR-2025
02449552,AURO-ZIPRASIDONE,AURO PHARMA INC,ZIPRASIDONE (ZIPRASIDONE HYDROCHLORIDE MONOHYDRATE) 40 MG,22-MAR-2025
02449560,AURO-ZIPRASIDONE,AURO PHARMA INC,ZIPRASIDONE (ZIPRASIDONE HYDROCHLORIDE MONOHYDRATE) 60 MG,22-MAR-2025
02449579,AURO-ZIPRASIDONE,AURO PHARMA INC,ZIPRASIDONE (ZIPRASIDONE HYDROCHLORIDE MONOHYDRATE) 80 MG,22-MAR-2025
02449617,SPF 50+ FPS ULTRA LOTION,EMPACK SPRAYTECH INC,AVOBENZONE 3 % / OCTISALATE 5 % / OCTOCRYLENE 7.5 % / OCTINOXATE 4.5 %,22-MAR-2025
02449625,SPF 50+ FPS ULTRA,EMPACK SPRAYTECH INC,OCTINOXATE 7.5 % / OCTISALATE 5 % / OCTOCRYLENE 10 % / AVOBENZONE 3 % / HOMOSALATE 10 %,22-MAR-2025
02449684,ZENSA,ALERA SKIN CARE PRODUCTS INC.,LIDOCAINE 5 %,22-MAR-2025
02449811,SANDOZ MOMETASONE,SANDOZ CANADA INCORPORATED,MOMETASONE FUROATE (MOMETASONE FUROATE MONOHYDRATE) 50 MCG,22-MAR-2025
02449838,ACH-PREGABALIN,ACCORD HEALTHCARE INC,PREGABALIN 25 MG,22-MAR-2025
02449846,ACH-PREGABALIN,ACCORD HEALTHCARE INC,PREGABALIN 50 MG,22-MAR-2025
02449854,ACH-PREGABALIN,ACCORD HEALTHCARE INC,PREGABALIN 75 MG,22-MAR-2025
02449870,ACH-PREGABALIN,ACCORD HEALTHCARE INC,PREGABALIN 150 MG,30-JAN-2026
02449897,ACH-PREGABALIN,ACCORD HEALTHCARE INC,PREGABALIN 225 MG,22-MAR-2025
02449900,ACH-PREGABALIN,ACCORD HEALTHCARE INC,PREGABALIN 300 MG,22-MAR-2025
02449927,BIO-OMEPRAZOLE,BIOMED PHARMA,OMEPRAZOLE (OMEPRAZOLE MAGNESIUM) 20 MG,22-MAR-2025
02449935,XIGDUO,ASTRAZENECA CANADA INC,DAPAGLIFLOZIN (DAPAGLIFLOZIN PROPANEDIOL MONOHYDRATE) 5 MG / METFORMIN HYDROCHLORIDE 850 MG,22-MAR-2025
02449943,XIGDUO,ASTRAZENECA CANADA INC,METFORMIN HYDROCHLORIDE 1000 MG / DAPAGLIFLOZIN (DAPAGLIFLOZIN PROPANEDIOL MONOHYDRATE) 5 MG,22-MAR-2025
02449986,PYRITHIONE ZINC DANDRUFF SHAMPOO REFRESH,CANADIAN CUSTOM PACKAGING COMPANY,PYRITHIONE ZINC 1 %,22-MAR-2025
02449994,PYRITHIONE ZINC DANDRUFF SHAMPOO SCALP CARE,CANADIAN CUSTOM PACKAGING COMPANY,PYRITHIONE ZINC 1 %,22-MAR-2025
02450011,PYRITHIONE ZINC DANDRUFF SHAMPOO CITRUS,CANADIAN CUSTOM PACKAGING COMPANY,PYRITHIONE ZINC 1 %,22-MAR-2025
02450070,COLAXOR,MANTRA PHARMA INC,POLYETHYLENE GLYCOL 3350 100 %,19-JUN-2025
02450089,SODIUM NITROPRUSSIDE FOR INJECTION,STERIMAX INC,SODIUM NITROPRUSSIDE 25 MG,22-MAR-2025
02450232,LAXATIVE FOR WOMEN,SIGMA LIFE SCIENCES INC.,BISACODYL 5 MG,22-MAR-2025
02450283,BLINCYTO,AMGEN CANADA INC,BLINATUMOMAB 38.5 MCG,26-MAR-2026
02450291,LENVIMA,EISAI LIMITED,LENVATINIB (LENVATINIB MESYLATE) 24 MG,10-JUN-2025
02450305,LENVIMA,EISAI LIMITED,LENVATINIB (LENVATINIB MESYLATE) 20 MG,10-JUN-2025
02450313,LENVIMA,EISAI LIMITED,LENVATINIB (LENVATINIB MESYLATE) 14 MG,10-JUN-2025
02450321,LENVIMA,EISAI LIMITED,LENVATINIB (LENVATINIB MESYLATE) 10 MG,10-JUN-2025
02450429,TARO-TRAMADOL ER,TARO PHARMACEUTICALS INC,TRAMADOL HYDROCHLORIDE 100 MG,23-DEC-2025
02450437,TARO-TRAMADOL ER,TARO PHARMACEUTICALS INC,TRAMADOL HYDROCHLORIDE 200 MG,23-DEC-2025
02450445,TARO-TRAMADOL ER,TARO PHARMACEUTICALS INC,TRAMADOL HYDROCHLORIDE 300 MG,23-DEC-2025
02450526,PRO-CETIRIZINE,PRO DOC LIMITEE,CETIRIZINE HYDROCHLORIDE 20 MG,08-JUL-2025
02450550,NATESTO,ACERUS BIOPHARMA INC,TESTOSTERONE 4.5 %,22-MAR-2025
02450682,MYLAN-ABACAVIR/LAMIVUDINE,MYLAN PHARMACEUTICALS ULC,LAMIVUDINE 300 MG / ABACAVIR (ABACAVIR SULFATE) 600 MG,22-MAR-2025
02450771,BUTRANS 15,PURDUE PHARMA,BUPRENORPHINE 15 MCG,16-DEC-2025
02450860,ACH-QUETIAPINE FUMARATE XR,ACCORD HEALTHCARE INC,QUETIAPINE (QUETIAPINE FUMARATE) 50 MG,22-MAR-2025
02450879,ACH-QUETIAPINE FUMARATE XR,ACCORD HEALTHCARE INC,QUETIAPINE (QUETIAPINE FUMARATE) 150 MG,22-MAR-2025
02450887,ACH-QUETIAPINE FUMARATE XR,ACCORD HEALTHCARE INC,QUETIAPINE (QUETIAPINE FUMARATE) 200 MG,22-MAR-2025
02450895,ACH-QUETIAPINE FUMARATE XR,ACCORD HEALTHCARE INC,QUETIAPINE (QUETIAPINE FUMARATE) 300 MG,22-MAR-2025
02450909,ACH-QUETIAPINE FUMARATE XR,ACCORD HEALTHCARE INC,QUETIAPINE (QUETIAPINE FUMARATE) 400 MG,22-MAR-2025
02451026,BACITRACIN OINTMENT,SAFETEC OF AMERICA INC,BACITRACIN (BACITRACIN ZINC) 500 UNIT,22-MAR-2025
02451034,KYPROLIS,AMGEN CANADA INC,CARFILZOMIB 60 MG,22-MAR-2025
02451158,UPTRAVI,JANSSEN INC,SELEXIPAG 200 MCG,22-MAR-2025
02451166,UPTRAVI,JANSSEN INC,SELEXIPAG 400 MCG,22-MAR-2025
02451174,UPTRAVI,JANSSEN INC,SELEXIPAG 600 MCG,22-MAR-2025
02451182,UPTRAVI,JANSSEN INC,SELEXIPAG 800 MCG,22-MAR-2025
02451190,UPTRAVI,JANSSEN INC,SELEXIPAG 1000 MCG,22-MAR-2025
02451204,UPTRAVI,JANSSEN INC,SELEXIPAG 1200 MCG,22-MAR-2025
02451212,UPTRAVI,JANSSEN INC,SELEXIPAG 1400 MCG,22-MAR-2025
02451220,UPTRAVI,JANSSEN INC,SELEXIPAG 1600 MCG,22-MAR-2025
02451298,MUSCLE AND BACK PAIN RELIEF,VITA HEALTH PRODUCTS INC,METHOCARBAMOL 400 MG / ACETAMINOPHEN 500 MG,22-MAR-2025
02451328,KINOX,AIRGAS THERAPEUTICS LLC,NITRIC OXIDE 800 PPM,17-JUN-2025
02451379,ORKAMBI,VERTEX PHARMACEUTICALS (CANADA) INCORPORATED,LUMACAFTOR 200 MG / IVACAFTOR 125 MG,22-MAR-2025
02451441,KOVALTRY,BAYER INC,ANTIHEMOPHILIC FACTOR (RECOMBINANT) 250 UNIT,30-JUL-2025
02451468,KOVALTRY,BAYER INC,ANTIHEMOPHILIC FACTOR (RECOMBINANT) 500 UNIT,30-JUL-2025
02451476,KOVALTRY,BAYER INC,ANTIHEMOPHILIC FACTOR (RECOMBINANT) 1000 UNIT,30-JUL-2025
02451484,KOVALTRY,BAYER INC,ANTIHEMOPHILIC FACTOR (RECOMBINANT) 2000 UNIT,30-JUL-2025
